Date,Open*,High,Low,Close,Volume,Market Cap
10-Aug-17,0.183168,0.1835,0.180013,0.180399,48162800.00 ,-1566551552.00 
11-Aug-17,0.180175,0.182631,0.177627,0.179307,54059700.00 ,-1679757312.00 
12-Aug-17,0.179221,0.182599,0.173242,0.173853,65229300.00 ,-1716347904.00 
13-Aug-17,0.173545,0.174147,0.162625,0.168092,110199000.00 ,-1934006272.00 
14-Aug-17,0.168376,0.180054,0.165289,0.169991,84388304.00 ,-2132253696.00 
15-Aug-17,0.16979,0.16979,0.158244,0.161221,100614000.00 ,-2079531008.00 
16-Aug-17,0.161238,0.161726,0.153087,0.160431,107920000.00 ,1887524864.00 
17-Aug-17,0.160787,0.161001,0.155909,0.157498,56084300.00 ,1870218752.00 
18-Aug-17,0.157117,0.168716,0.154162,0.158883,146539008.00 ,1729505280.00 
19-Aug-17,0.159553,0.162348,0.152305,0.155057,87062096.00 ,1822923776.00 
20-Aug-17,0.154569,0.161205,0.153432,0.158735,68542800.00 ,1631799808.00 
21-Aug-17,0.15841,0.205684,0.154856,0.191918,447088992.00 ,1779073536.00 
22-Aug-17,0.194971,0.254659,0.171483,0.239286,1450040064.00 ,-1113984512.00 
23-Aug-17,0.240987,0.297662,0.219992,0.246827,1770400000.00 ,650443776.00 
24-Aug-17,0.252371,0.288783,0.212543,0.218958,1342360064.00 ,1086952448.00 
25-Aug-17,0.2172,0.232184,0.203022,0.217828,504484000.00 ,-261636608.00 
26-Aug-17,0.218256,0.229086,0.210324,0.212577,184120992.00 ,-221147648.00 
27-Aug-17,0.212617,0.212617,0.197717,0.202995,193971008.00 ,-437390336.00 
28-Aug-17,0.203425,0.23626,0.19661,0.224508,542467968.00 ,-789848576.00 
29-Aug-17,0.224026,0.225926,0.214867,0.218564,269769984.00 ,67584.00 
30-Aug-17,0.218871,0.229805,0.217476,0.228006,181186000.00 ,-197595136.00 
31-Aug-17,0.227558,0.261038,0.225907,0.25563,432574016.00 ,135516160.00 
1-Sep-17,0.255803,0.256162,0.243833,0.248479,283576000.00 ,1218530304.00 
2-Sep-17,0.249348,0.24968,0.217774,0.226669,329928000.00 ,971009024.00 
3-Sep-17,0.227229,0.236443,0.218662,0.228811,186526000.00 ,122903552.00 
4-Sep-17,0.228781,0.228781,0.19596,0.204968,239612992.00 ,182401024.00 
5-Sep-17,0.20511,0.218674,0.190232,0.215189,242636000.00 ,-725232640.00 
6-Sep-17,0.214951,0.22686,0.214805,0.226186,163296992.00 ,-347871744.00 
7-Sep-17,0.226382,0.22721,0.219618,0.22364,103080000.00 ,90421248.00 
8-Sep-17,0.223615,0.224308,0.206103,0.211518,151328992.00 ,-15676416.00 
9-Sep-17,0.211293,0.211892,0.206395,0.209995,51185500.00 ,-488133120.00 
10-Sep-17,0.209606,0.216529,0.197605,0.213031,117091000.00 ,-552853504.00 
11-Sep-17,0.212513,0.220057,0.210353,0.214441,138339008.00 ,-441375232.00 
12-Sep-17,0.21486,0.220623,0.207608,0.209303,94519504.00 ,-351388672.00 
13-Sep-17,0.20963,0.209674,0.196179,0.200778,105471000.00 ,-551903744.00 
14-Sep-17,0.200427,0.20201,0.164167,0.164167,152532992.00 ,-904794112.00 
15-Sep-17,0.165035,0.189184,0.150973,0.181358,289414016.00 ,2033124352.00 
16-Sep-17,0.181925,0.187417,0.172279,0.179082,84495200.00 ,-1614242816.00 
17-Sep-17,0.178377,0.181121,0.171017,0.178393,49161100.00 ,-1750291456.00 
18-Sep-17,0.178309,0.190019,0.178309,0.189768,88397904.00 ,-1752875520.00 
19-Sep-17,0.189819,0.19068,0.181334,0.184041,54046100.00 ,-1311543296.00 
20-Sep-17,0.18371,0.186229,0.180333,0.182078,34521600.00 ,-1545776640.00 
21-Sep-17,0.180981,0.182109,0.171148,0.171754,43583200.00 ,-1650433536.00 
22-Sep-17,0.171567,0.17587,0.169291,0.17351,37244700.00 ,-2011402752.00 
23-Sep-17,0.173371,0.178672,0.171527,0.177882,32476700.00 ,-1942238720.00 
24-Sep-17,0.178175,0.178939,0.174165,0.175787,20566500.00 ,-1758037504.00 
25-Sep-17,0.175519,0.183665,0.174939,0.181487,35622600.00 ,-1859853312.00 
26-Sep-17,0.181968,0.191247,0.180085,0.186119,70000704.00 ,-1612597248.00 
27-Sep-17,0.185297,0.207687,0.185098,0.203299,249934000.00 ,-1484920832.00 
28-Sep-17,0.202532,0.203271,0.191344,0.196131,117962000.00 ,-824072192.00 
29-Sep-17,0.196105,0.196203,0.187172,0.193606,72291200.00 ,-1070516736.00 
30-Sep-17,0.193824,0.199826,0.193497,0.197529,54729300.00 ,-1157967872.00 
1-Oct-17,0.197622,0.207185,0.19617,0.206532,51345500.00 ,-1012343808.00 
2-Oct-17,0.206077,0.206556,0.199444,0.202676,77412304.00 ,-688146432.00 
3-Oct-17,0.203209,0.204808,0.19873,0.203318,48703100.00 ,-798117376.00 
4-Oct-17,0.203218,0.217024,0.202647,0.214774,123573000.00 ,-797765120.00 
5-Oct-17,0.215583,0.241023,0.215583,0.237016,404299008.00 ,-323657216.00 
6-Oct-17,0.237726,0.242424,0.233533,0.234039,167492000.00 ,525379584.00 
7-Oct-17,0.233963,0.239336,0.233478,0.23861,77950200.00 ,440384512.00 
8-Oct-17,0.238312,0.279944,0.237532,0.279944,529838016.00 ,608243712.00 
9-Oct-17,0.278758,0.278758,0.24043,0.251825,610110016.00 ,-2125620224.00 
10-Oct-17,0.252825,0.26656,0.241193,0.260733,384048992.00 ,1168375808.00 
11-Oct-17,0.260658,0.267843,0.25908,0.264439,161206000.00 ,1471575040.00 
12-Oct-17,0.265046,0.267468,0.248414,0.248414,245004000.00 ,1640972288.00 
13-Oct-17,0.248285,0.26425,0.238867,0.260489,398688992.00 ,993988608.00 
14-Oct-17,0.26115,0.267721,0.25732,0.25732,211160000.00 ,1472593920.00 
15-Oct-17,0.257537,0.268419,0.249048,0.263983,280211008.00 ,1333378048.00 
16-Oct-17,0.263386,0.291359,0.24901,0.256232,963158016.00 ,1558752256.00 
17-Oct-17,0.256098,0.263147,0.222939,0.232064,411264992.00 ,1277928448.00 
18-Oct-17,0.231216,0.23815,0.207265,0.21852,354224992.00 ,319165440.00 
19-Oct-17,0.218229,0.23179,0.208317,0.21515,304542016.00 ,-181229568.00 
20-Oct-17,0.215086,0.223822,0.208754,0.210549,182704000.00 ,-302332416.00 
21-Oct-17,0.210189,0.212381,0.200774,0.211016,116807000.00 ,-491018752.00 
22-Oct-17,0.210958,0.211901,0.200722,0.204177,75849504.00 ,-461412864.00 
23-Oct-17,0.203504,0.203919,0.190729,0.196928,99914800.00 ,-748605952.00 
24-Oct-17,0.195567,0.217508,0.190455,0.206644,220080992.00 ,-1054453248.00 
25-Oct-17,0.207113,0.208237,0.201803,0.204604,75017504.00 ,-609567232.00 
26-Oct-17,0.204444,0.206289,0.20266,0.203628,38193100.00 ,-712407552.00 
27-Oct-17,0.203668,0.204492,0.201771,0.202785,29623000.00 ,-742289408.00 
28-Oct-17,0.202592,0.203476,0.201401,0.201835,26864900.00 ,-783736832.00 
29-Oct-17,0.201358,0.205209,0.200075,0.202785,62511100.00 ,-831290368.00 
30-Oct-17,0.203076,0.204135,0.201946,0.202711,34835100.00 ,-765112832.00 
31-Oct-17,0.202405,0.203778,0.200461,0.200558,43875700.00 ,-790943232.00 
1-Nov-17,0.200247,0.201501,0.193613,0.194124,67921000.00 ,-874095616.00 
2-Nov-17,0.194596,0.211848,0.183815,0.205861,197770000.00 ,-1091842560.00 
3-Nov-17,0.206205,0.228026,0.201728,0.208133,373401984.00 ,-644522496.00 
4-Nov-17,0.208083,0.208479,0.202133,0.20375,74013200.00 ,-572168192.00 
5-Nov-17,0.203274,0.205124,0.201117,0.202055,46959000.00 ,-757480448.00 
6-Nov-17,0.201967,0.208662,0.20141,0.20599,102233000.00 ,-807851520.00 
7-Nov-17,0.205103,0.211375,0.203978,0.210354,114073000.00 ,-687019520.00 
8-Nov-17,0.210675,0.221458,0.20806,0.217437,156959008.00 ,-472319488.00 
9-Nov-17,0.217911,0.221791,0.214866,0.217488,147916992.00 ,-193496064.00 
10-Nov-17,0.218256,0.219068,0.20526,0.206483,141032992.00 ,-180197888.00 
11-Nov-17,0.205948,0.214456,0.205459,0.21043,134503008.00 ,-654444032.00 
12-Nov-17,0.210214,0.210214,0.195389,0.197339,251175008.00 ,-490072576.00 
13-Nov-17,0.197472,0.204081,0.197456,0.203442,132567000.00 ,-981045248.00 
14-Nov-17,0.203679,0.213693,0.203679,0.209825,127361000.00 ,-723261952.00 
15-Nov-17,0.208937,0.213105,0.208058,0.212956,100294000.00 ,-520201728.00 
16-Nov-17,0.212655,0.27179,0.209287,0.227107,1022579968.00 ,-376571904.00 
17-Nov-17,0.224768,0.239409,0.220273,0.226581,397071008.00 ,91255808.00 
18-Nov-17,0.226547,0.230399,0.222399,0.228627,144298000.00 ,159969280.00 
19-Nov-17,0.22814,0.236231,0.226037,0.231016,193808000.00 ,221477888.00 
20-Nov-17,0.231336,0.24343,0.230917,0.238759,214663008.00 ,344916992.00 
21-Nov-17,0.237978,0.240974,0.2272,0.233271,217851008.00 ,601458688.00 
22-Nov-17,0.232642,0.240848,0.232317,0.238859,167078000.00 ,395368448.00 
23-Nov-17,0.238991,0.250096,0.237304,0.242402,240684992.00 ,640583680.00 
24-Nov-17,0.242851,0.245388,0.238421,0.244642,211486000.00 ,789662720.00 
25-Nov-17,0.244178,0.2557,0.243584,0.252393,212592992.00 ,840911872.00 
26-Nov-17,0.252914,0.252914,0.248589,0.248818,133297000.00 ,1178338304.00 
27-Nov-17,0.248305,0.254733,0.247861,0.253927,196735008.00 ,1000300544.00 
28-Nov-17,0.254037,0.301084,0.253415,0.299152,720742976.00 ,1221718016.00 
29-Nov-17,0.297867,0.297867,0.239409,0.243064,541177984.00 ,-1380407296.00 
30-Nov-17,0.246433,0.261524,0.229586,0.250878,270907008.00 ,928006144.00 
1-Dec-17,0.250352,0.258828,0.239438,0.255699,182992000.00 ,1079359488.00 
2-Dec-17,0.255656,0.259218,0.250756,0.255492,118250000.00 ,1284250624.00 
3-Dec-17,0.25553,0.263072,0.247391,0.252558,134710000.00 ,1279372288.00 
4-Dec-17,0.252919,0.255362,0.24716,0.253571,104650000.00 ,1178541056.00 
5-Dec-17,0.253598,0.253988,0.245234,0.246101,174591008.00 ,1226058752.00 
6-Dec-17,0.245416,0.245705,0.227742,0.232544,274526016.00 ,917255168.00 
7-Dec-17,0.232623,0.23376,0.22134,0.222823,275204992.00 ,421692416.00 
8-Dec-17,0.223636,0.278673,0.222168,0.252125,660172032.00 ,73521152.00 
9-Dec-17,0.252162,0.255684,0.240073,0.244708,205288992.00 ,1178608640.00 
10-Dec-17,0.245548,0.245548,0.229304,0.237333,198174000.00 ,922397696.00 
11-Dec-17,0.236574,0.252777,0.235804,0.251691,176100992.00 ,574731264.00 
12-Dec-17,0.252258,0.434102,0.250961,0.373541,1555040000.00 ,1182307328.00 
13-Dec-17,0.372689,0.513768,0.342964,0.471063,-1556207360.00 ,1552734208.00 
14-Dec-17,0.470648,0.892267,0.466401,0.864263,2063732736.00 ,1052620800.00 
15-Dec-17,0.86176,0.86176,0.666114,0.756181,-1100757248.00 ,-975880192.00 
16-Dec-17,0.755493,0.815923,0.741667,0.758642,1334770048.00 ,-797626368.00 
17-Dec-17,0.754125,0.765981,0.719929,0.728366,805200000.00 ,-850597888.00 
18-Dec-17,0.728036,0.792014,0.689323,0.778407,1342720000.00 ,-1861292032.00 
19-Dec-17,0.777447,0.863536,0.756724,0.791257,1449670016.00 ,52846592.00 
20-Dec-17,0.787171,0.789044,0.730953,0.775964,1007420032.00 ,429576192.00 
21-Dec-17,0.782515,1.24,0.782515,1.19,-668857344.00 ,249188352.00 
22-Dec-17,1.17,1.38,0.741013,1.14,349732864.00 ,-2055106560.00 
23-Dec-17,1.17,1.21,1.08,1.17,1497590016.00 ,-2077032448.00 
24-Dec-17,1.18,1.18,0.911226,1.04,754958976.00 ,-1703587840.00 
25-Dec-17,1.05,1.13,1,1.12,686014016.00 ,1851342848.00 
26-Dec-17,1.12,1.19,1.09,1.19,938846976.00 ,505737216.00 
27-Dec-17,1.18,1.47,1.18,1.4,-1440707328.00 ,-1368944640.00 
28-Dec-17,1.39,1.5,1.26,1.43,-1451667200.00 ,-1836347392.00 
29-Dec-17,1.44,2.27,1.44,2.21,-1044194816.00 ,-67051520.00 
30-Dec-17,2.2,2.85,2.04,2.16,-481544704.00 ,-711942144.00 
31-Dec-17,2.1,2.39,1.87,2.3,347112448.00 ,-441810944.00 
1-Jan-18,2.3,2.39,2.15,2.39,1894230016.00 ,-1248436224.00 
2-Jan-18,2.37,2.49,2.25,2.48,-1123957248.00 ,1597464576.00 
3-Jan-18,2.46,3.28,2.44,3.11,-1954054656.00 ,967901184.00 
4-Jan-18,3.12,3.84,3.12,3.2,-486274560.00 ,504078336.00 
5-Jan-18,3.3,3.56,2.83,3.05,1993532928.00 ,-978567168.00 
6-Jan-18,3.02,3.24,2.99,3.09,-1517407232.00 ,1068720128.00 
7-Jan-18,3.09,3.49,3.08,3.38,-1899817216.00 ,-440418304.00 
8-Jan-18,3.36,3.36,2.07,2.46,-979707392.00 ,1452670976.00 
9-Jan-18,2.44,2.53,1.98,2.1,-600267264.00 ,168189952.00 
10-Jan-18,2.13,2.16,1.7,1.97,538672640.00 ,906657792.00 
11-Jan-18,1.98,2.25,1.62,1.95,2001152512.00 ,-597614592.00 
12-Jan-18,1.94,2.16,1.87,2.04,-964157184.00 ,-2136956928.00 
13-Jan-18,2.05,2.12,1.98,2.02,2130169984.00 ,-2134687744.00 
14-Jan-18,2.02,2.02,1.81,1.86,1978200064.00 ,886349824.00 
15-Jan-18,1.86,1.9,1.67,1.68,1838460032.00 ,-1105010688.00 
16-Jan-18,1.68,1.7,0.909313,1.18,1392992768.00 ,593874944.00 
17-Jan-18,1.18,1.38,0.897797,1.31,-1338724352.00 ,-1389936640.00 
18-Jan-18,1.31,1.73,1.26,1.6,520505344.00 ,-962543616.00 
19-Jan-18,1.58,1.7,1.5,1.55,-597537280.00 ,1162391552.00 
20-Jan-18,1.56,1.63,1.5,1.58,-1948517376.00 ,413474816.00 
21-Jan-18,1.58,1.58,1.34,1.38,-1454217216.00 ,932364288.00 
22-Jan-18,1.39,1.43,1.16,1.36,-1652457216.00 ,-1924767744.00 
23-Jan-18,1.35,1.43,1.2,1.34,-1317887232.00 ,881696768.00 
24-Jan-18,1.35,1.42,1.31,1.36,1853440000.00 ,840474624.00 
25-Jan-18,1.36,1.38,1.29,1.31,986067968.00 ,1271484416.00 
26-Jan-18,1.31,1.33,1.13,1.22,2037570048.00 ,-833175552.00 
27-Jan-18,1.22,1.24,1.19,1.22,689100992.00 ,-64446464.00 
28-Jan-18,1.22,1.44,1.22,1.4,1327360000.00 ,167858176.00 
29-Jan-18,1.4,1.41,1.3,1.32,1073680000.00 ,-1630318592.00 
30-Jan-18,1.33,1.33,1.13,1.14,1134640000.00 ,-87179264.00 
31-Jan-18,1.13,1.19,1.04,1.16,1264029952.00 ,851111936.00 
1-Feb-18,1.16,1.16,0.930378,0.96253,1410419968.00 ,2021797888.00 
2-Feb-18,0.960642,0.960642,0.635185,0.884784,-765207296.00 ,-1180798976.00 
3-Feb-18,0.891992,0.974799,0.761635,0.924043,1988960000.00 ,436187136.00 
4-Feb-18,0.913418,0.952947,0.796821,0.815703,1190960000.00 ,1271988224.00 
5-Feb-18,0.825943,0.833866,0.675827,0.691799,1286179968.00 ,-2140336128.00 
6-Feb-18,0.705121,0.786004,0.58836,0.776393,-1933827328.00 ,1736398848.00 
7-Feb-18,0.774576,0.805478,0.70695,0.723895,1133369984.00 ,150849536.00 
8-Feb-18,0.729252,0.80697,0.722611,0.805263,947315008.00 ,-1617233920.00 
9-Feb-18,0.79714,0.954428,0.77154,0.954428,1690339968.00 ,1031036928.00 
10-Feb-18,0.947251,1.3,0.947251,1.07,387042816.00 ,-1703174144.00 
11-Feb-18,1.07,1.08,0.929767,1,-1739657216.00 ,-1314123776.00 
12-Feb-18,1.01,1.11,1.01,1.08,1756290048.00 ,608026624.00 
13-Feb-18,1.08,1.08,1.01,1.03,921100032.00 ,-829825024.00 
14-Feb-18,1.03,1.17,1.02,1.14,1457600000.00 ,1371807744.00 
15-Feb-18,1.14,1.16,1.11,1.15,1188530048.00 ,1483923456.00 
16-Feb-18,1.14,1.15,1.11,1.14,568339008.00 ,1713582080.00 
17-Feb-18,1.14,1.22,1.13,1.2,1186729984.00 ,1420562432.00 
18-Feb-18,1.2,1.21,1.09,1.12,1113650048.00 ,-247119872.00 
19-Feb-18,1.12,1.17,1.12,1.14,556304000.00 ,863584256.00 
20-Feb-18,1.14,1.17,1.08,1.09,806673024.00 ,1698471936.00 
21-Feb-18,1.08,1.1,0.998881,1.02,871526016.00 ,-742039552.00 
22-Feb-18,1.01,1.05,0.922458,0.941788,889707008.00 ,832741376.00 
23-Feb-18,0.934176,1.03,0.898286,0.998855,896403968.00 ,2081734656.00 
24-Feb-18,0.997659,1.01,0.929456,0.954402,489920000.00 ,348590080.00 
25-Feb-18,0.951977,0.967597,0.915279,0.943487,360271008.00 ,-1437372416.00 
26-Feb-18,0.943704,0.970906,0.913403,0.956859,458612992.00 ,-1760792576.00 
27-Feb-18,0.959302,0.97258,0.944977,0.947305,312712992.00 ,-1150984192.00 
28-Feb-18,0.944697,0.95555,0.903787,0.904583,329529984.00 ,-1721970688.00 
1-Mar-18,0.904131,0.953796,0.89063,0.928347,475256992.00 ,987086848.00 
2-Mar-18,0.926638,0.933912,0.902286,0.910144,271036000.00 ,1866989568.00 
3-Mar-18,0.908786,0.926512,0.903604,0.907804,280852992.00 ,1166475264.00 
4-Mar-18,0.906008,1.03,0.895618,1.01,797225984.00 ,1057894400.00 
5-Mar-18,1.01,1.08,0.956116,0.959368,1706819968.00 ,995954688.00 
6-Mar-18,0.954448,0.991306,0.916863,0.922887,875180032.00 ,-1343483904.00 
7-Mar-18,0.924378,0.930659,0.824895,0.87121,809598016.00 ,1776009216.00 
8-Mar-18,0.872508,0.888562,0.825387,0.825857,499496000.00 ,-251709440.00 
9-Mar-18,0.826122,0.856182,0.751485,0.849761,989203008.00 ,-2065012736.00 
10-Mar-18,0.854872,0.860443,0.793736,0.796627,402670016.00 ,-941131776.00 
11-Mar-18,0.795765,0.840407,0.775737,0.831122,472972000.00 ,1043236864.00 
12-Mar-18,0.832127,0.838328,0.787882,0.801048,355031008.00 ,-1830262784.00 
13-Mar-18,0.798451,0.805729,0.778471,0.789711,279679008.00 ,1148225536.00 
14-Mar-18,0.789569,0.79908,0.67601,0.701902,479148992.00 ,800827392.00 
15-Mar-18,0.702913,0.730673,0.643845,0.697269,888345024.00 ,1708285952.00 
16-Mar-18,0.699063,0.71178,0.674463,0.68926,502740000.00 ,1557751808.00 
17-Mar-18,0.687745,0.689434,0.626709,0.637856,319824000.00 ,1115318272.00 
18-Mar-18,0.634466,0.677591,0.548815,0.658777,923606016.00 ,-967434240.00 
19-Mar-18,0.672126,0.74908,0.640012,0.74908,1096930048.00 ,504768512.00 
20-Mar-18,0.736759,0.736759,0.673427,0.709808,814275968.00 ,-1261838336.00 
21-Mar-18,0.713055,0.72061,0.679162,0.693664,527324000.00 ,2106425344.00 
22-Mar-18,0.693145,0.701351,0.636741,0.662743,449041984.00 ,1328062464.00 
23-Mar-18,0.663111,0.663111,0.625258,0.643174,387164000.00 ,153995264.00 
24-Mar-18,0.646214,0.679608,0.640516,0.641265,390740000.00 ,-506554368.00 
25-Mar-18,0.638632,0.657213,0.631901,0.641875,229352000.00 ,-802988032.00 
26-Mar-18,0.642683,0.644121,0.585922,0.599463,384504992.00 ,-644605952.00 
27-Mar-18,0.599026,0.604332,0.565132,0.577917,351380992.00 ,1943613440.00 
28-Mar-18,0.577511,0.594023,0.572828,0.578002,258298000.00 ,1102510080.00 
29-Mar-18,0.577767,0.57864,0.511511,0.511511,420550016.00 ,1112516608.00 
30-Mar-18,0.513268,0.531276,0.484362,0.509565,518219008.00 ,-1409013760.00 
31-Mar-18,0.510617,0.529406,0.505167,0.512353,293208000.00 ,-1512513536.00 
1-Apr-18,0.513854,0.515437,0.466223,0.485081,297868992.00 ,-1385959424.00 
2-Apr-18,0.486067,0.510446,0.478596,0.500688,262342000.00 ,1822676992.00 
3-Apr-18,0.501533,0.562698,0.499658,0.558044,578238976.00 ,-1867649024.00 
4-Apr-18,0.554569,0.563117,0.498487,0.501631,415257984.00 ,205756416.00 
5-Apr-18,0.50195,0.505882,0.48449,0.495801,358755008.00 ,-1851353088.00 
6-Apr-18,0.494781,0.49809,0.465615,0.476431,218156000.00 ,-2131609600.00 
7-Apr-18,0.476851,0.495667,0.474575,0.487867,209076000.00 ,1462390784.00 
8-Apr-18,0.488227,0.501418,0.487591,0.500398,137548000.00 ,1907124224.00 
9-Apr-18,0.501201,0.512142,0.482573,0.491855,271775008.00 ,-1880623104.00 
10-Apr-18,0.492134,0.493645,0.482839,0.491931,154495008.00 ,2059884544.00 
11-Apr-18,0.492568,0.548455,0.489026,0.539506,341707008.00 ,2076852224.00 
12-Apr-18,0.538657,0.644518,0.506543,0.628737,1346739968.00 ,-416280576.00 
13-Apr-18,0.630093,0.693112,0.605816,0.638087,1245170048.00 ,-1118822400.00 
14-Apr-18,0.63738,0.661508,0.616307,0.632184,626268032.00 ,-833734656.00 
15-Apr-18,0.634883,0.682534,0.634143,0.682534,609636992.00 ,-931426304.00 
16-Apr-18,0.682296,0.687165,0.63861,0.663297,531996000.00 ,923541504.00 
17-Apr-18,0.66489,0.677356,0.654346,0.656933,442352992.00 ,242542592.00 
18-Apr-18,0.657052,0.721426,0.657052,0.708932,624049024.00 ,-64110592.00 
19-Apr-18,0.712059,0.791976,0.706841,0.791976,878328000.00 ,2087929856.00 
20-Apr-18,0.791172,0.938354,0.791172,0.924465,-1950897408.00 ,888098816.00 
21-Apr-18,0.925021,0.925021,0.821113,0.873103,1563970048.00 ,1829666816.00 
22-Apr-18,0.86682,0.911901,0.848091,0.869995,946398976.00 ,-447307776.00 
23-Apr-18,0.866578,0.88629,0.863304,0.876657,674545024.00 ,-456775680.00 
24-Apr-18,0.876012,0.96561,0.873566,0.934781,1572930048.00 ,-67203072.00 
25-Apr-18,0.932771,0.932771,0.779231,0.800607,1614050048.00 ,-2140246016.00 
26-Apr-18,0.801774,0.852414,0.771787,0.852414,1028590016.00 ,1321644032.00 
27-Apr-18,0.851139,0.859641,0.813885,0.813885,673793024.00 ,-1040875520.00 
28-Apr-18,0.812063,0.887591,0.812063,0.863804,788718976.00 ,1724420096.00 
29-Apr-18,0.864399,0.904945,0.83448,0.872778,896313984.00 ,-521807872.00 
30-Apr-18,0.871404,0.876788,0.831208,0.837938,575363968.00 ,-247586816.00 
1-May-18,0.838355,0.842069,0.797826,0.841407,630809024.00 ,-1541324800.00 
2-May-18,0.839355,0.86428,0.831713,0.859094,544425984.00 ,-1495777280.00 
3-May-18,0.85898,0.892916,0.847319,0.884466,725228992.00 ,-727377920.00 
4-May-18,0.881536,0.927695,0.866922,0.895442,1007609984.00 ,177307648.00 
5-May-18,0.895562,0.922354,0.895562,0.905103,668800000.00 ,726835200.00 
6-May-18,0.904235,0.918675,0.855972,0.871424,640057024.00 ,1066627072.00 
7-May-18,0.871214,0.871236,0.812933,0.832641,602534976.00 ,-227098624.00 
8-May-18,0.833086,0.846992,0.803568,0.81397,465040992.00 ,-1720870912.00 
9-May-18,0.813393,0.819969,0.7703,0.802043,611574976.00 ,1802549248.00 
10-May-18,0.803212,0.808914,0.757342,0.758237,399324000.00 ,1403686912.00 
11-May-18,0.756578,0.761326,0.656026,0.684948,991409024.00 ,-423358464.00 
12-May-18,0.685772,0.714918,0.639771,0.696735,596684992.00 ,1105588224.00 
13-May-18,0.698085,0.758977,0.680971,0.745748,532488000.00 ,1588137984.00 
14-May-18,0.744701,0.756983,0.707693,0.740898,613462016.00 ,-879976448.00 
15-May-18,0.738938,0.752269,0.692667,0.698588,422980000.00 ,-1105829888.00 
16-May-18,0.69592,0.714081,0.669438,0.714081,429641984.00 ,1503287296.00 
17-May-18,0.713388,0.714618,0.661213,0.66731,337999008.00 ,-2107121664.00 
18-May-18,0.6654,0.685625,0.65339,0.680294,344944000.00 ,307218432.00 
19-May-18,0.680759,0.69045,0.665896,0.676713,249039008.00 ,909109248.00 
20-May-18,0.677258,0.704614,0.673348,0.700244,275614016.00 ,771926016.00 
21-May-18,0.700441,0.703051,0.676203,0.681587,250480992.00 ,1680457728.00 
22-May-18,0.682151,0.682933,0.644588,0.645567,234712992.00 ,963682304.00 
23-May-18,0.648634,0.649121,0.586997,0.599594,482480992.00 ,-349857792.00 
24-May-18,0.599207,0.640258,0.589272,0.631997,440532992.00 ,2008047616.00 
25-May-18,0.632924,0.636208,0.603334,0.611001,289816000.00 ,-965543936.00 
26-May-18,0.610118,0.626494,0.6038,0.612708,213242000.00 ,-1859297280.00 
27-May-18,0.61204,0.612884,0.603328,0.607881,186963008.00 ,-1783980032.00 
28-May-18,0.608368,0.609781,0.552299,0.552299,327903008.00 ,-1927892992.00 
29-May-18,0.556084,0.610749,0.551635,0.601241,380744000.00 ,318076928.00 
30-May-18,0.603769,0.627679,0.590058,0.605817,320604992.00 ,-2108121088.00 
31-May-18,0.603452,0.621636,0.596089,0.612622,283328000.00 ,-2120540160.00 
1-Jun-18,0.612893,0.624824,0.609069,0.623364,263088000.00 ,-1750562816.00 
2-Jun-18,0.623462,0.648982,0.619477,0.643451,315206016.00 ,-1304205312.00 
3-Jun-18,0.643412,0.673594,0.640891,0.671205,327804000.00 ,-521340928.00 
4-Jun-18,0.692466,0.703623,0.644603,0.661425,558131008.00 ,1403607040.00 
5-Jun-18,0.661898,0.68384,0.641428,0.677015,386328000.00 ,204097536.00 
6-Jun-18,0.677901,0.681668,0.660059,0.674797,273966016.00 ,832069632.00 
7-Jun-18,0.675313,0.688223,0.673146,0.678128,244568000.00 ,730507264.00 
8-Jun-18,0.677586,0.679668,0.660804,0.674343,221887008.00 ,821585920.00 
9-Jun-18,0.674778,0.678893,0.659755,0.659755,175990000.00 ,711378944.00 
10-Jun-18,0.659514,0.659514,0.561237,0.588126,492555008.00 ,112365568.00 
11-Jun-18,0.586198,0.604066,0.568721,0.604066,336547008.00 ,1530097664.00 
12-Jun-18,0.602136,0.602139,0.556653,0.562933,309544000.00 ,-2139389952.00 
13-Jun-18,0.562845,0.564642,0.517036,0.534663,359864992.00 ,613627904.00 
14-Jun-18,0.535435,0.57059,0.526614,0.561306,379824992.00 ,-462065664.00 
15-Jun-18,0.560062,0.560062,0.534301,0.537707,241684992.00 ,504963072.00 
16-Jun-18,0.537106,0.539293,0.523588,0.534784,202682000.00 ,-395958272.00 
17-Jun-18,0.535536,0.538881,0.525215,0.528216,166028000.00 ,-457574400.00 
18-Jun-18,0.52882,0.547794,0.511833,0.537495,276527008.00 ,-721139712.00 
19-Jun-18,0.538614,0.558059,0.534595,0.549621,255400000.00 ,-336764928.00 
20-Jun-18,0.549738,0.550554,0.525859,0.539286,256920000.00 ,99803136.00 
21-Jun-18,0.539228,0.547007,0.530697,0.534775,194312000.00 ,-312676352.00 
22-Jun-18,0.535091,0.535091,0.477286,0.486947,339428992.00 ,-475037696.00 
23-Jun-18,0.487309,0.496713,0.480874,0.491284,204927008.00 ,1944719360.00 
24-Jun-18,0.491773,0.493725,0.450048,0.47738,369520000.00 ,2119905280.00 
25-Jun-18,0.477106,0.49111,0.47556,0.481753,231728992.00 ,1544300544.00 
26-Jun-18,0.482381,0.482872,0.456001,0.456001,179426000.00 ,1759404032.00 
27-Jun-18,0.455551,0.472758,0.45196,0.47037,215618000.00 ,706019328.00 
